id,name,image,distillery,region,abv,cask,price,avg_rating,likes,is_featured
jura-18,주라 18년,/whiskies/no.pic whisky.png,주라,스코틀랜드 (아일랜즈),44,레드와인 캐스크,15-18만원,0,0,false
kavalan-solist-port,카발란 솔리스트 포트,/whiskies/no.pic whisky.png,카발란,대만,57,포트 캐스크,25-30만원,0,0,false
kentucky-owl-confiscated,켄터키 아울 컨피스케이티드,/whiskies/no.pic whisky.png,켄터키아울,미국 (켄터키),48.2,버번,20-25만원,0,0,false
komagatake-single-malt,코마가타케 싱글몰트,/whiskies/no.pic whisky.png,마르스,일본,48,한정판,25-30만원,0,0,false
lagavulin-distillers-edition,라가불린 디스틸러스 에디션,/whiskies/no.pic whisky.png,라가불린,스코틀랜드 (아일라),43,PX 셰리 피니쉬,18-20만원,0,0,false
laphroaig-lore,라프로익 로어,/whiskies/no.pic whisky.png,라프로익,스코틀랜드 (아일라),48,5가지 캐스크,18-20만원,0,0,false
little-book,리틀 북,/whiskies/no.pic whisky.png,리틀북,미국 (켄터키),60,블렌디드,18-20만원,0,0,false
longrow-18,롱로우 18년,/whiskies/no.pic whisky.png,롱로우,스코틀랜드 (캠벨타운),46,셰리 캐스크,30만원 이상,0,0,false
mellow-corn,멜로우 콘,/whiskies/no.pic whisky.png,멜로우콘,미국 (켄터키),50,콘 위스키,4-6만원,0,0,false
new-riff-single-barrel,뉴 리프 싱글 배럴,/whiskies/no.pic whisky.png,뉴리프,미국 (켄터키),55,싱글 배럴,12-15만원,0,0,false
nikka-taketsuru-pure-malt,니카 타케츠루 퓨어 몰트,/whiskies/no.pic whisky.png,니카,일본,43,블렌디드 몰트,12-15만원,0,0,false
oban-little-bay,오반 리틀 베이,/whiskies/no.pic whisky.png,오반,스코틀랜드 (하이랜드),43,스몰 캐스크,12-15만원,0,0,false
old-bardstown,올드 바드스타운,/whiskies/no.pic whisky.png,올드바드스타운,미국 (켄터키),45,버번,8-10만원,0,0,false
old-fitzgerald-bottled-in-bond,올드 피츠제럴드 바틀드 인 본드,/whiskies/no.pic whisky.png,올드피츠,미국 (켄터키),50,버번,25-30만원,0,0,false
orphan-barrel-rhetoric,오펀 배럴 레토릭,/whiskies/no.pic whisky.png,오펀배럴,미국,45,버번,20-25만원,0,0,false
pappy-van-winkle-15,패피 밴 윙클 15년,/whiskies/no.pic whisky.png,밴윙클,미국 (켄터키),53.5,버번,30만원 이상,0,0,false
pendleton-1910,펜들턴 1910,/whiskies/no.pic whisky.png,펜들턴,캐나다,40,라이,8-10만원,0,0,false
pikesville-110-proof,파이크스빌 110 프루프,/whiskies/no.pic whisky.png,파이크스빌,미국 (켄터키),55,라이,12-15만원,0,0,false
powers-john-s-lane,파워스 존스 레인,/whiskies/no.pic whisky.png,파워스,아일랜드,46,버번 & 셰리,12-15만원,0,0,false
rhetoric-25,레토릭 25년,/whiskies/no.pic whisky.png,레토릭,미국,45.5,버번,30만원 이상,0,0,false
rowan-s-creek,로완스 크릭,/whiskies/no.pic whisky.png,로완스크릭,미국 (켄터키),50.05,버번,10-12만원,0,0,false
scallywag,스칼리wag,/whiskies/no.pic whisky.png,더글라스랭,스코틀랜드,46,블렌디드 몰트,10-12만원,0,0,false
shizuoka-prologue-k,시즈오카 프롤로그 K,/whiskies/no.pic whisky.png,시즈오카,일본,55.5,버번 캐스크,25-30만원,0,0,false
smooth-ambler-contradiction,스무스 앰블러 컨트라딕션,/whiskies/no.pic whisky.png,스무스앰블러,미국 (웨스트버지니아),46,블렌디드 버번,10-12만원,0,0,false
st-augustine-port-finished,세인트 오거스틴 포트 피니쉬,/whiskies/no.pic whisky.png,세인트오거스틴,미국 (플로리다),46,포트 캐스크,15-18만원,0,0,false
tamnavulin-double-cask,탐나불린 더블 캐스크,/whiskies/no.pic whisky.png,탐나불린,스코틀랜드 (스페이사이드),40,버번 & 셰리,6-8만원,0,0,false
teeling-blackpitts,틸링 블랙피츠,/whiskies/no.pic whisky.png,틸링,아일랜드,46,피티드,10-12만원,0,0,false
togouchi-sake-cask,토고우치 사케 캐스크,/whiskies/no.pic whisky.png,토고우치,일본,40,사케 캐스크,12-15만원,0,0,false
tomatin-cask-strength,토마틴 캐스크 스트렝스,/whiskies/no.pic whisky.png,토마틴,스코틀랜드 (하이랜드),57.5,버번 & 셰리,12-15만원,0,0,false
tullibardine-228-burgundy,툴리바딘 228 버건디,/whiskies/no.pic whisky.png,툴리바딘,스코틀랜드 (하이랜드),43,버건디 와인 캐스크,10-12만원,0,0,false
weller-12,웰러 12년,/whiskies/no.pic whisky.png,웰러,미국 (켄터키),45,버번,15-18만원,0,0,false
westland-peated,웨스트랜드 피티드,/whiskies/no.pic whisky.png,웨스트랜드,미국 (워싱턴),46,피티드,15-18만원,0,0,false
whistlepig-12-old-world,휘슬피그 12년 올드 월드,/whiskies/no.pic whisky.png,휘슬피그,미국 (버몬트),43,와인 캐스크,20-25만원,0,0,false
wild-turkey-master-s-keep,와일드 터키 마스터스 킵,/whiskies/no.pic whisky.png,와일드,미국 (켄터키),52,스페셜 릴리즈,25-30만원,0,0,false
wolfburn-northland,울프번 노스랜드,/whiskies/no.pic whisky.png,울프번,스코틀랜드 (하이랜드),46,버번 캐스크,10-12만원,0,0,false
writer-s-tears-red-head,라이터스 티얼스 레드 헤드,/whiskies/no.pic whisky.png,라이터스,아일랜드,46,셰리 캐스크,10-12만원,0,0,false
yamazaki-10,야마자키 10년,/whiskies/no.pic whisky.png,야마자키,일본,40,다양한 캐스크,20-25만원,0,0,false
zephyr-blue,제퍼 블루,/whiskies/no.pic whisky.png,제퍼,프랑스,40,진,6-8만원,0,0,false
adelphi-fascadale-batch,아델피 파스카데일 배치,/whiskies/no.pic whisky.png,아델피,스코틀랜드,46,독립 병입,15-18만원,0,0,false
akashi-blended,아카시 블렌디드,/whiskies/no.pic whisky.png,아카시,일본,40,블렌디드,8-10만원,0,0,false
american-barley-single-malt,아메리칸 발리 싱글몰트,/whiskies/no.pic whisky.png,아메리칸발리,미국,45,싱글몰트,10-12만원,0,0,false
arran-private-cask,아란 프라이빗 캐스크,/whiskies/no.pic whisky.png,아란,스코틀랜드 (아일랜즈),55,싱글 캐스크,20-25만원,0,0,false
aswefall,애즈위폴,/whiskies/no.pic whisky.png,애즈위폴,스코틀랜드,46,블렌디드,8-10만원,0,0,false
auchentoshan-21,오켄토션 21년,/whiskies/no.pic whisky.png,오켄토션,스코틀랜드 (로우랜드),43,버번 & 셰리,25-30만원,0,0,false
balblair-12,발블레어 12년,/whiskies/no.pic whisky.png,발블레어,스코틀랜드 (하이랜드),46,버번 & 더블 파이어드 오크,12-15만원,0,0,false
balcones-baby-blue,발코네스 베이비 블루,/whiskies/no.pic whisky.png,발코네스,미국 (텍사스),46,콘 위스키,10-12만원,0,0,false
ballyhoo,발리후,/whiskies/no.pic whisky.png,발리후,아일랜드,41,그레인 위스키,6-8만원,0,0,false
benromach-cask-strength,벤로막 캐스크 스트렝스,/whiskies/no.pic whisky.png,벤로막,스코틀랜드 (스페이사이드),58,버번 & 셰리,12-15만원,0,0,false
black-art-9-1,블랙 아트 9.1,/whiskies/no.pic whisky.png,브룩라디,스코틀랜드 (아일라),44.1,언피티드,30만원 이상,0,0,false
ブレンド,블렌드,/whiskies/no.pic whisky.png,산토리,일본,40,블렌디드,6-8만원,0,0,false
caol-ila-distillers-edition,쿠일라 디스틸러스 에디션,/whiskies/no.pic whisky.png,쿠일라,스코틀랜드 (아일라),43,모스카텔 캐스크 피니쉬,12-15만원,0,0,false
caperdonich-peated-21,카퍼도니 피티드 21년,/whiskies/no.pic whisky.png,카퍼도니,스코틀랜드 (스페이사이드),48,아메리칸 오크,30만원 이상,0,0,false
chichibu-the-peated,치치부 더 피티드,/whiskies/no.pic whisky.png,치치부,일본,54.5,피티드,30만원 이상,0,0,false
cutty-sark-prohibition,커티삭 프로히비션,/whiskies/no.pic whisky.png,커티삭,스코틀랜드,50,블렌디드,6-8만원,0,0,false
deanston-18,딘스톤 18년,/whiskies/no.pic whisky.png,딘스톤,스코틀랜드 (하이랜드),46.3,버번 캐스크,15-18만원,0,0,false
dewar-s-18,듀어스 18년,/whiskies/no.pic whisky.png,듀어스,스코틀랜드,40,블렌디드,10-12만원,0,0,false
dornoch-thompson-bros,도녹 톰슨 브로스,/whiskies/no.pic whisky.png,도녹,스코틀랜드,50,독립 병입,15-18만원,0,0,false
dry-fly-triticale,드라이 플라이 트리티케일,/whiskies/no.pic whisky.png,드라이플라이,미국 (워싱턴),45,트리티케일 위스키,10-12만원,0,0,false
dubliner-bourbon-cask,더블리너 버번 캐스크,/whiskies/no.pic whisky.png,더블리너,아일랜드,40,버번 캐스크,6-8만원,0,0,false
edinburgh-gin,에든버러 진,/whiskies/no.pic whisky.png,에든버러,스코틀랜드,43,진,6-8만원,0,0,false
fernet-branca,페르넷 브랑카,/whiskies/no.pic whisky.png,페르넷,이탈리아,39,리큐르,4-6만원,0,0,false
glen-grant-18,글렌 그란트 18년,/whiskies/no.pic whisky.png,글렌,스코틀랜드 (스페이사이드),43,버번 & 셰리,18-20만원,0,0,false
glen-moray-port-cask,글렌 모레이 포트 캐스크,/whiskies/no.pic whisky.png,글렌모레이,스코틀랜드 (스페이사이드),40,포트 캐스크,6-8만원,0,0,false
glenallachie-25,글렌알라키 25년,/whiskies/no.pic whisky.png,글렌알라키,스코틀랜드 (스페이사이드),48,PX & 올로로소 셰리,30만원 이상,0,0,false
glendullan-12,글렌듈란 12년,/whiskies/no.pic whisky.png,글렌듈란,스코틀랜드 (스페이사이드),40,버번 & 셰리,10-12만원,0,0,false
glenglassaugh-torfa,글렌글라사 토파,/whiskies/no.pic whisky.png,글렌글라사,스코틀랜드 (하이랜드),50,피티드,12-15만원,0,0,false
glenlivet-founder-s-reserve,글렌리벳 파운더스 리저브,/whiskies/no.pic whisky.png,글렌리벳,스코틀랜드 (스페이사이드),40,아메리칸 오크,6-8만원,0,0,false
greenore-8,그리노어 8년,/whiskies/no.pic whisky.png,그리노어,아일랜드,40,싱글 그레인,8-10만원,0,0,false
gun-room-navy-rum,건 룸 네이비 럼,/whiskies/no.pic whisky.png,건룸,가이아나,65,럼,10-12만원,0,0,false
haig-club,헤이그 클럽,/whiskies/no.pic whisky.png,헤이그,스코틀랜드,40,싱글 그레인,6-8만원,0,0,false
handy-sazerac-rye,핸디 사제락 라이,/whiskies/no.pic whisky.png,사제락,미국 (켄터키),63,안티크 컬렉션,30만원 이상,0,0,false
highland-park-dragon-legend,하이랜드 파크 드래곤 레전드,/whiskies/no.pic whisky.png,하이랜드,스코틀랜드 (아일랜즈),43.1,셰리 캐스크,12-15만원,0,0,false
hinch-10-sherry-cask,힌치 10년 셰리 캐스크,/whiskies/no.pic whisky.png,힌치,아일랜드,43,셰리 캐스크,10-12만원,0,0,false
hombo-shuzo-mars,혼보 슈조 마르스,/whiskies/no.pic whisky.png,마르스,일본,40,블렌디드,8-10만원,0,0,false
jameson-black-barrel,제임슨 블랙 배럴,/whiskies/no.pic whisky.png,제임슨,아일랜드,40,더블 차드 캐스크,6-8만원,0,0,false
john-begg-blue-cap,존 벡 블루 캡,/whiskies/no.pic whisky.png,존벡,스코틀랜드,40,블렌디드,4-6만원,0,0,false
johnnie-walker-gold-label,조니 워커 골드 라벨,/whiskies/no.pic whisky.png,조니워커,스코틀랜드,40,블렌디드,8-10만원,0,0,false
 Jura-journey,주라 저니,/whiskies/no.pic whisky.png,주라,스코틀랜드 (아일랜즈),40,버번 캐스크,6-8만원,0,0,false
kaiyo-the-sherry,카이요 더 셰리,/whiskies/no.pic whisky.png,카이요,일본,46,셰리 캐스크,15-18만원,0,0,false
ki-no-bi-gin,키노비 진,/whiskies/no.pic whisky.png,키노비,일본,45.7,진,10-12만원,0,0,false
kilchoman-100-islay,킬호만 100% 아일라,/whiskies/no.pic whisky.png,킬호만,스코틀랜드 (아일라),50,버번 캐스크,15-18만원,0,0,false
kurayoshi-sherry-cask,쿠라요시 셰리 캐스크,/whiskies/no.pic whisky.png,쿠라요시,일본,43,셰리 캐스크,12-15만원,0,0,false
kyro-dark-gin,퀴뢰 다크 진,/whiskies/no.pic whisky.png,퀴뢰,핀란드,42.6,진,8-10만원,0,0,false
lismore-the-legend-21,리스모어 더 레전드 21년,/whiskies/no.pic whisky.png,리스모어,스코틀랜드 (스페이사이드),43,블렌디드,18-20만원,0,0,false
longmorn-16,롱몬 16년,/whiskies/no.pic whisky.png,롱몬,스코틀랜드 (스페이사이드),48,3가지 캐스크,18-20만원,0,0,false
mackmyra-brukswhisky,맥마이라 브룩스위스키,/whiskies/no.pic whisky.png,맥마이라,스웨덴,41.4,버번 & 셰리,10-12만원,0,0,false
maurin-quna,모랭 퀴나,/whiskies/no.pic whisky.png,모랭,프랑스,16,리큐르,4-6만원,0,0,false
mcallan-classic-cut,맥캘란 클래식 컷,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),55,셰리 캐스크,20-25만원,0,0,false
midleton-very-rare,미들턴 베리 레어,/whiskies/no.pic whisky.png,미들턴,아일랜드,40,한정판,25-30만원,0,0,false
mitchell-s-green-spot-chateau-leoville-barton,미첼스 그린스팟 샤토 레오빌 바통,/whiskies/no.pic whisky.png,그린,아일랜드,46,와인 캐스크,12-15만원,0,0,false
mortlach-15-gordon-macphail,몰트락 15년 (고든 앤 맥페일),/whiskies/no.pic whisky.png,몰트락,스코틀랜드 (스페이사이드),43,셰리 캐스크,18-20만원,0,0,false
new-southern-revival,뉴 서던 리바이벌,/whiskies/no.pic whisky.png,뉴서던,미국 (사우스캐롤라이나),45,버번,8-10만원,0,0,false
old-forester-1897,올드 포레스터 1897,/whiskies/no.pic whisky.png,올드,미국 (켄터키),50,바틀드 인 본드,10-12만원,0,0,false
patron-silver,패트론 실버,/whiskies/no.pic whisky.png,패트론,멕시코,40,데킬라,8-10만원,0,0,false
peerless-rye,피어리스 라이,/whiskies/no.pic whisky.png,피어리스,미국 (켄터키),54,라이,18-20만원,0,0,false
pierde-almas-mezcal,피에르데 알마스 메즈칼,/whiskies/no.pic whisky.png,피에르데,멕시코,48,메즈칼,12-15만원,0,0,false
port-askaig-100-proof,포트 아스카이그 100 프루프,/whiskies/no.pic whisky.png,포트아스카이그,스코틀랜드 (아일라),57.1,아일라 몰트,12-15만원,0,0,false
ransom-the-emerald,랜섬 디 에메랄드,/whiskies/no.pic whisky.png,랜섬,미국 (오리건),43,블렌디드,15-18만원,0,0,false
redemption-rye,리뎀션 라이,/whiskies/no.pic whisky.png,리뎀션,미국 (인디애나),46,라이,6-8만원,0,0,false
rogue-dead-guy,로그 데드 가이,/whiskies/no.pic whisky.png,로그,미국 (오리건),40,아메리칸 위스키,10-12만원,0,0,false
santa-teresa-1796,산타 테레사 1796,/whiskies/no.pic whisky.png,산타테레사,베네수엘라,40,럼,8-10만원,0,0,false
savage-and-cooke-the-burning-chair,새비지 앤 쿡 더 버닝 체어,/whiskies/no.pic whisky.png,새비지앤쿡,미국 (캘리포니아),44,버번,12-15만원,0,0,false
suntory-toki,산토리 토키,/whiskies/no.pic whisky.png,산토리,일본,43,블렌디드,6-8만원,0,0,false
tamdhu-batch-strength,탐두 배치 스트렝스,/whiskies/no.pic whisky.png,탐두,스코틀랜드 (스페이사이드),58,셰리 캐스크,15-18만원,0,0,false
templeton-rye-4,템플턴 라이 4년,/whiskies/no.pic whisky.png,템플턴,미국 (아이오와),40,라이,8-10만원,0,0,false
the-glenrothes-soelo-reserve,더 글렌로티스 소엘로 리저브,/whiskies/no.pic whisky.png,글렌로티스,스코틀랜드 (스페이사이드),40,셰리 캐스크,25-30만원,0,0,false
the-hakushu-heavily-peated,더 하쿠슈 헤빌리 피티드,/whiskies/no.pic whisky.png,하쿠슈,일본,48,피티드,25-30만원,0,0,false
the-yamazaki-sherry-cask,더 야마자키 셰리 캐스크,/whiskies/no.pic whisky.png,야마자키,일본,48,셰리 캐스크,30만원 이상,0,0,false
timorous-beastie,티모러스 비스티,/whiskies/no.pic whisky.png,더글라스랭,스코틀랜드,46.8,블렌디드 몰트,10-12만원,0,0,false
tomintoul-16,토민타울 16년,/whiskies/no.pic whisky.png,토민타울,스코틀랜드 (스페이사이드),40,버번 & 셰리,12-15만원,0,0,false
two-james-johnny-smoking-gun,투 제임스 조니 스모킹 건,/whiskies/no.pic whisky.png,투제임스,미국 (미시간),43.5,블렌디드,10-12만원,0,0,false
van-winkle-special-reserve-12,밴 윙클 스페셜 리저브 12년,/whiskies/no.pic whisky.png,밴윙클,미국 (켄터키),45.2,버번,30만원 이상,0,0,false
vat-69,VAT 69,/whiskies/no.pic whisky.png,VAT69,스코틀랜드,40,블렌디드,2-4만원,0,0,false
virginia-highland-whisky,버지니아 하이랜드 위스키,/whiskies/no.pic whisky.png,버지니아,미국 (버지니아),46,블렌디드,12-15만원,0,0,false
waterford-bannow-island,워터포드 배너 아일랜드,/whiskies/no.pic whisky.png,워터포드,아일랜드,50,싱글 팜,15-18만원,0,0,false
willet-pot-still,윌렛 팟 스틸,/whiskies/no.pic whisky.png,윌렛,미국 (켄터키),47,버번,10-12만원,0,0,false
wolfburn-aurora,울프번 오로라,/whiskies/no.pic whisky.png,울프번,스코틀랜드 (하이랜드),46,버번 & 셰리,12-15만원,0,0,false
yellowstone-select,옐로우스톤 셀렉트,/whiskies/no.pic whisky.png,옐로우스톤,미국 (켄터키),46.5,버번,8-10만원,0,0,false
ancnoc-cutter,아녹 커터,/whiskies/no.pic whisky.png,아녹,스코틀랜드 (하이랜드),46,피티드,12-15만원,0,0,false
ardnamurchan-ad-09-20-01,아드나머칸 AD/09.20:01,/whiskies/no.pic whisky.png,아드나머칸,스코틀랜드 (하이랜드),46.8,피티드 & 언피티드,12-15만원,0,0,false
arran-21,아란 21년,/whiskies/no.pic whisky.png,아란,스코틀랜드 (아일랜즈),46,셰리 캐스크,25-30만원,0,0,false
balvenie-peated-cask-17,발베니 피티드 캐스크 17년,/whiskies/no.pic whisky.png,발베니,스코틀랜드 (스페이사이드),43,피티드 캐스크,25-30만원,0,0,false
barrell-bourbon-batch,배럴 버번 배치,/whiskies/no.pic whisky.png,배럴,미국,58,블렌디드 버번,15-18만원,0,0,false
bas-armagnac,바 아르마냑,/whiskies/no.pic whisky.png,바아르마냑,프랑스,40,아르마냑,8-10만원,0,0,false
benromach-peated-smoke,벤로막 피티드 스모크,/whiskies/no.pic whisky.png,벤로막,스코틀랜드 (스페이사이드),46,피티드,10-12만원,0,0,false
big-mamma-sloe-gin,빅 마마 슬로 진,/whiskies/no.pic whisky.png,빅마마,이탈리아,29,진,6-8만원,0,0,false
blackadder-raw-cask,블랙애더 로우 캐스크,/whiskies/no.pic whisky.png,블랙애더,스코틀랜드,60,독립 병입,20-25만원,0,0,false
blanton-s-special-reserve,블랑톤 스페셜 리저브,/whiskies/no.pic whisky.png,블랑톤,미국 (켄터키),40,버번,15-18만원,0,0,false
bowmore-vault-edition,보모어 볼트 에디션,/whiskies/no.pic whisky.png,보모어,스코틀랜드 (아일라),51.5,버번 캐스크,20-25만원,0,0,false
breckenridge-bourbon,브레켄리지 버번,/whiskies/no.pic whisky.png,브레켄리지,미국 (콜로라도),43,버번,10-12만원,0,0,false
bruichladdich-islay-barley,브룩라디 아일라 발리,/whiskies/no.pic whisky.png,브룩라디,스코틀랜드 (아일라),50,아일라 보리,12-15만원,0,0,false
cadenhead-s-duthies,캐덴헤드 더시스,/whiskies/no.pic whisky.png,캐덴헤드,스코틀랜드,46,독립 병입,15-18만원,0,0,false
calumet-farm-10,칼루멧 팜 10년,/whiskies/no.pic whisky.png,칼루멧,미국 (켄터키),43,버번,12-15만원,0,0,false
catoctin-creek-roundstone-rye,카톡틴 크릭 라운드스톤 라이,/whiskies/no.pic whisky.png,카톡틴크릭,미국 (버지니아),40,라이,8-10만원,0,0,false
cavalier,카발리에,/whiskies/no.pic whisky.png,카발리에,벨기에,40,블렌디드,4-6만원,0,0,false
chita-single-grain,치타 싱글 그레인,/whiskies/no.pic whisky.png,치타,일본,43,싱글 그레인,8-10만원,0,0,false
corsair-triple-smoke,코세어 트리플 스모크,/whiskies/no.pic whisky.png,코세어,미국 (테네시),40,트리플 스모크,12-15만원,0,0,false
cutty-sark,커티삭,/whiskies/no.pic whisky.png,커티삭,스코틀랜드,40,블렌디드,2-4만원,0,0,false
dalmore-25,달모어 25년,/whiskies/no.pic whisky.png,달모어,스코틀랜드 (하이랜드),42,다양한 캐스크,30만원 이상,0,0,false
early-times-bottled-in-bond,얼리 타임스 바틀드 인 본드,/whiskies/no.pic whisky.png,얼리타임스,미국 (켄터키),50,버번,6-8만원,0,0,false
el-dorado-12,엘도라도 12년,/whiskies/no.pic whisky.png,엘도라도,가이아나,40,럼,8-10만원,0,0,false
elijah-craig-18-single-barrel,일라이저 크레이그 18년 싱글 배럴,/whiskies/no.pic whisky.png,일라이저,미국 (켄터키),45,싱글 배럴,25-30만원,0,0,false
glen-grant-the-major-s-reserve,글렌 그란트 더 메이저스 리저브,/whiskies/no.pic whisky.png,글렌,스코틀랜드 (스페이사이드),40,버번 캐스크,4-6만원,0,0,false
glen-keith,글렌 키스,/whiskies/no.pic whisky.png,글렌키스,스코틀랜드 (스페이사이드),43,싱글몰트,10-12만원,0,0,false
glenallachie-rioja-cask,글렌알라키 리오하 캐스크,/whiskies/no.pic whisky.png,글렌알라키,스코틀랜드 (스페이사이드),48,리오하 와인 캐스크,12-15만원,0,0,false
glenfarclas-25,글렌파클라스 25년,/whiskies/no.pic whisky.png,글렌파클라스,스코틀랜드 (스페이사이드),43,셰리 캐스크,25-30만원,0,0,false
glenfiddich-age-of-discovery,글렌피딕 에이지 오브 디스커버리,/whiskies/no.pic whisky.png,글렌피딕,스코틀랜드 (스페이사이드),40,마데이라 캐스크,18-20만원,0,0,false
glenglassaugh-revival,글렌글라사 리바이벌,/whiskies/no.pic whisky.png,글렌글라사,스코틀랜드 (하이랜드),46,버번 & 셰리,10-12만원,0,0,false
glengoyne-21,글렌고인 21년,/whiskies/no.pic whisky.png,글렌고인,스코틀랜드 (하이랜드),43,셰리 캐스크,25-30만원,0,0,false
glenlivet-nadurra,글렌리벳 나두라,/whiskies/no.pic whisky.png,글렌리벳,스코틀랜드 (스페이사이드),60,캐스크 스트렝스,15-18만원,0,0,false
glenmorangie-signet,글렌모렌지 시그넷,/whiskies/no.pic whisky.png,글렌모렌지,스코틀랜드 (하이랜드),46,초콜릿 몰트,25-30만원,0,0,false
heavens-door-double-barrel,헤븐스 도어 더블 배럴,/whiskies/no.pic whisky.png,헤븐스도어,미국,50,더블 배럴,12-15만원,0,0,false
hibiki-japanese-harmony-master-s-select,히비키 재패니즈 하모니 마스터스 셀렉트,/whiskies/no.pic whisky.png,히비키,일본,43,셰리 캐스크,20-25만원,0,0,false
highland-park-full-volume,하이랜드 파크 풀 볼륨,/whiskies/no.pic whisky.png,하이랜드,스코틀랜드 (아일랜즈),47.2,버번 캐스크,18-20만원,0,0,false
hudson-manhattan-rye,허드슨 맨해튼 라이,/whiskies/no.pic whisky.png,허드슨,미국 (뉴욕),46,라이,10-12만원,0,0,false
i-w-harper-12,I.W. 하퍼 12년,/whiskies/no.pic whisky.png,하퍼,미국 (켄터키),43,버번,12-15만원,0,0,false
irishman-12,아이리쉬맨 12년,/whiskies/no.pic whisky.png,아이리쉬맨,아일랜드,43,싱글몰트,12-15만원,0,0,false
jack-daniels-gentleman-jack,잭 다니엘 젠틀맨 잭,/whiskies/no.pic whisky.png,잭다니엘,미국 (테네시),40,더블 멜로우잉,6-8만원,0,0,false
johnnie-walker-swing,조니 워커 스윙,/whiskies/no.pic whisky.png,조니워커,스코틀랜드,40,블렌디드,8-10만원,0,0,false
jura-seven-wood,주라 세븐 우드,/whiskies/no.pic whisky.png,주라,스코틀랜드 (아일랜즈),42,7가지 캐스크,12-15만원,0,0,false
kaiy-mizunara-oak,카이요 미즈나라 오크,/whiskies/no.pic whisky.png,카이요,일본,43,미즈나라 오크,15-18만원,0,0,false
kilchoman-loch-gorm,킬호만 록 곰,/whiskies/no.pic whisky.png,킬호만,스코틀랜드 (아일라),46,셰리 캐스크,18-20만원,0,0,false
knob-creek-single-barrel,놉 크릭 싱글 배럴,/whiskies/no.pic whisky.png,놉,미국 (켄터키),60,싱글 배럴,10-12만원,0,0,false
la-maison-du-whisky-artist,라 메종 뒤 위스키 아티스트,/whiskies/no.pic whisky.png,라메종,프랑스,55,독립 병입,20-25만원,0,0,false
laphroaig-18,라프로익 18년,/whiskies/no.pic whisky.png,라프로익,스코틀랜드 (아일라),48,버번 캐스크,25-30만원,0,0,false
macleod-s-islay,맥클라우드 아일라,/whiskies/no.pic whisky.png,맥클라우드,스코틀랜드 (아일라),40,아일라 몰트,6-8만원,0,0,false
matsui-the-tottori,마쓰이 더 돗토리,/whiskies/no.pic whisky.png,마쓰이,일본,43,블렌디드,10-12만원,0,0,false
michter-s-10-bourbon,믹터스 10년 버번,/whiskies/no.pic whisky.png,믹터스,미국 (켄터키),47.2,버번,20-25만원,0,0,false
monnet-vsop,모네 VSOP,/whiskies/no.pic whisky.png,모네,프랑스,40,꼬냑,8-10만원,0,0,false
noah-s-mill,노아스 밀,/whiskies/no.pic whisky.png,노아스밀,미국 (켄터키),57.15,버번,12-15만원,0,0,false
octomore-10-1,옥토모어 10.1,/whiskies/no.pic whisky.png,브룩라디,스코틀랜드 (아일라),59.8,슈퍼 헤빌리 피티드,25-30만원,0,0,false
old-pulteney-17,올드 풀트니 17년,/whiskies/no.pic whisky.png,올드,스코틀랜드 (하이랜드),46,버번 & 셰리,18-20만원,0,0,false
peaky-blinder,피키 블라인더,/whiskies/no.pic whisky.png,피키블라인더,아일랜드,40,블렌디드,6-8만원,0,0,false
penderyn-peated,펜더린 피티드,/whiskies/no.pic whisky.png,펜더린,웨일스,46,피티드 캐스크,12-15만원,0,0,false
pikes-creek,파이크스 크릭,/whiskies/no.pic whisky.png,파이크스크릭,캐나다,42,블렌디드,6-8만원,0,0,false
plantation-original-dark,플랜테이션 오리지널 다크,/whiskies/no.pic whisky.png,플랜테이션,카리브,40,럼,4-6만원,0,0,false
protection-squad,프로텍션 스쿼드,/whiskies/no.pic whisky.png,프로텍션,미국,45,버번,8-10만원,0,0,false
rebel-yell-10-single-barrel,레벨 옐 10년 싱글 배럴,/whiskies/no.pic whisky.png,레벨옐,미국 (켄터키),50,싱글 배럴,15-18만원,0,0,false
redemption-bourbon,리뎀션 버번,/whiskies/no.pic whisky.png,리뎀션,미국 (인디애나),42,버번,6-8만원,0,0,false
remus-repeal-reserve,리무스 리필 리저브,/whiskies/no.pic whisky.png,리무스,미국 (인디애나),50,버번,15-18만원,0,0,false
samuel-gawith-celtic-talisman,사무엘 가위스 켈틱 탈리스만,/whiskies/no.pic whisky.png,사무엘,영국,40,리큐르,6-8만원,0,0,false
sexton-single-malt,섹스턴 싱글몰트,/whiskies/no.pic whisky.png,섹스턴,아일랜드,40,셰리 캐스크,8-10만원,0,0,false
shelter-point-single-malt,쉘터 포인트 싱글몰트,/whiskies/no.pic whisky.png,쉘터포인트,캐나다,46,싱글몰트,12-15만원,0,0,false
signatory-vintage,시그나토리 빈티지,/whiskies/no.pic whisky.png,시그나토리,스코틀랜드,46,독립 병입,15-18만원,0,0,false
st-george-single-malt,세인트 조지 싱글몰트,/whiskies/no.pic whisky.png,세인트조지,미국 (캘리포니아),43,싱글몰트,15-18만원,0,0,false
stratheden-vintage,스트라세덴 빈티지,/whiskies/no.pic whisky.png,스트라세덴,스코틀랜드,46,독립 병입,20-25만원,0,0,false
sword,스워드,/whiskies/no.pic whisky.png,스워드,스코틀랜드,40,블렌디드,4-6만원,0,0,false
